,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
357,sallittu,2004,hyvä,500 € - 3 kk:n vuokran määrä,3 huonetta,70700,"818,40 €/kk",91 m²,kerrostalo
358,ei sallittu,1971,hyvä,760 €,Yksiö,38200,380 €/kk,28 m²,kerrostalo
359,ei sallittu,1961,tyydyttävä,960 €,Yksiö,20100,480 €/kk,30 m²,kerrostalo
360,ei sallittu,1999,hyvä,250,3 huonetta,82200,738 €/kk,70 m²,rivitalo
361,ei sallittu,2002,hyvä,250,Kaksio,80140,670 €/kk,51 m²,rivitalo
362,ei sallittu,2001,hyvä,250.00,Kaksio,13210,630 €/kk,64 m²,kerrostalo
363,ei sallittu,1975,hyvä,720,Kaksio,80230,720 €/kk,56 m²,rivitalo
364,ei sallittu,1966,hyvä,250 €,Kaksio,70200,892 €/kk,61 m²,kerrostalo
365,ei sallittu,1993,hyvä,250 €,3 huonetta,20540,830 €/kk,79 m²,kerrostalo
366,ei sallittu,1980,ei luokiteltu,630 €,Kaksio,96100,630 €/kk,61 m²,kerrostalo
367,ei sallittu,1980,hyvä,0,Kaksio,02250,"860,50 €/kk",53 m²,kerrostalo
368,ei sallittu,1972,hyvä,1340 €,Kaksio,60100,670 €/kk,46 m²,kerrostalo
369,ei sallittu,1998,hyvä,2 kk vuokraa vastaava summa,Kaksio,00980,"879,99 €/kk",55 m²,kerrostalo
370,ei sallittu,1978,ei luokiteltu,"250,00",Kaksio,15500,530 €/kk,"50,5 m²",kerrostalo
371,ei sallittu,1978,ei luokiteltu,520€,Kaksio,26100,520 €/kk,"58,5 m²",kerrostalo
372,ei tiedossa,1956,hyvä,520€,Kaksio,90500,629 €/kk,54 m²,kerrostalo
373,ei tiedossa,2007,hyvä,1660.00,3 huonetta,02320,830 €/kk,68 m²,kerrostalo
374,ei tiedossa,2003,hyvä,1660.00,Kaksio,02600,830 €/kk,46 m²,kerrostalo
375,ei tiedossa,1961,tyydyttävä,960.00,Yksiö,33100,480 €/kk,"24,5 m²",kerrostalo
376,ei sallittu,1961,hyvä,980.00,Yksiö,28100,490 €/kk,37 m²,luhtitalo
377,ei sallittu,1956,hyvä,1360.00,Yksiö,20760,680 €/kk,66 m²,kerrostalo
378,ei sallittu,2004,hyvä,1120.00,Kaksio,28100,560 €/kk,38 m²,kerrostalo
379,ei sallittu,1979,hyvä,440 €,Kaksio,38710,440 €/kk,55 m²,kerrostalo
380,ei sallittu,1970,hyvä,742.5,3 huonetta,33330,"742,50 €/kk","72,5 m²",kerrostalo
381,ei sallittu,2014,hyvä,742.5,Kaksio,20520,690 €/kk,"34,5 m²",kerrostalo
382,ei sallittu,1985,hyvä,742.5,Yksiö,01300,700 €/kk,"34,5 m²",kerrostalo
383,ei tiedossa,1973,hyvä,1380 ,3 huonetta,37100,690 €/kk,65 m²,kerrostalo
384,ei sallittu,1998,hyvä,721 €,3 huonetta,67300,"721,36 €/kk","62,5 m²",luhtitalo
385,ei sallittu,2003,hyvä,882 €,3 huonetta,67100,"881,90 €/kk","91,5 m²",kerrostalo
386,ei sallittu,1986,hyvä,1700 €,3 huonetta,70100,850 €/kk,"76,5 m²",kerrostalo
387,ei sallittu,1961,tyydyttävä,"1 000,00 e Vakuus toimitetaan erikseen perustettav",Yksiö,40100,500 €/kk,"23,5 m²",kerrostalo
388,ei sallittu,1982,hyvä,"630,00 e",Kaksio,70200,630 €/kk,57 m²,kerrostalo
389,ei sallittu,2017,hyvä,"630,00 e",Yksiö,33870,530 €/kk,23 m²,kerrostalo
390,ei sallittu,1966,ei luokiteltu,"520,00 e",Yksiö,70200,520 €/kk,34 m²,kerrostalo
391,ei sallittu,1962,hyvä,1kk+hlö tai 2kk,Kaksio,28100,495 €/kk,56 m²,kerrostalo
392,ei sallittu,2004,hyvä,250 €,Kaksio,90120,804 €/kk,59 m²,kerrostalo
393,ei sallittu,1979,hyvä,250 €,Kaksio,02230,871 €/kk,59 m²,kerrostalo
394,ei sallittu,2014,hyvä,250 €,Yksiö,02250,890 €/kk,46 m²,kerrostalo
395,ei sallittu,1982,hyvä,250 €,4 huonetta,02230,1 186 €/kk,"98,5 m²",kerrostalo
396,ei sallittu,1974,hyvä,250 €,Kaksio,02320,755 €/kk,47 m²,kerrostalo
397,ei sallittu,2016,hyvä,250 €,Yksiö,53100,720 €/kk,38 m²,kerrostalo
398,ei sallittu,2008,hyvä,250 €,Yksiö,01600,846 €/kk,47 m²,kerrostalo
399,ei sallittu,1970,hyvä,250 €,4 huonetta,02700,1 421 €/kk,102 m²,kerrostalo
400,ei sallittu,1998,hyvä,1.300 €,Yksiö,20100,650 €/kk,39 m²,kerrostalo
401,ei sallittu,1961,tyydyttävä,740 e (1 kk),3 huonetta,48600,740 €/kk,78 m²,kerrostalo
402,ei tiedossa,1993,hyvä,740 e (1 kk),Kaksio,65320,"641,52 €/kk","65,5 m²",kerrostalo
403,ei tiedossa,1994,hyvä,740 e (1 kk),4 huonetta,65100,"1030,82 €/kk","99,5 m²",kerrostalo
404,ei tiedossa,1994,hyvä,740 e (1 kk),5 +,65100,"1218,05 €/kk",109 m²,kerrostalo
405,ei tiedossa,1976,hyvä,740 e (1 kk),Yksiö,65370,"335,62 €/kk",35 m²,kerrostalo
406,ei tiedossa,1999,ei luokiteltu,1500.00,Kaksio,15140,750 €/kk,53 m²,kerrostalo
407,ei tiedossa,1999,hyvä,1900.00,Kaksio,02100,950 €/kk,59 m²,kerrostalo
408,ei sallittu,1966,hyvä,1300.00,Kaksio,20540,650 €/kk,43 m²,kerrostalo
409,ei sallittu,1974,ei luokiteltu,1-3 kuukauden vakuus,Kaksio,32700,500 €/kk,"57,5 m²",kerrostalo
410,ei sallittu,1976,hyvä,695 €,3 huonetta,60510,695 €/kk,74 m²,luhtitalo
411,ei sallittu,2016,hyvä,695 €,3 huonetta,02330,1 250 €/kk,"70,5 m²",kerrostalo
412,ei sallittu,2017,hyvä,575,Yksiö,33710,575 €/kk,35 m²,kerrostalo
413,ei sallittu,2016,hyvä,1840 €,3 huonetta,70910,890 €/kk,"75,5 m²",kerrostalo
414,ei tiedossa,2003,hyvä,850,3 huonetta,33310,"783,68 €/kk","67,5 m²",kerrostalo
415,ei sallittu,2014,hyvä,1115.20,4 huonetta,28130,"1115,20 €/kk","86,5 m²",kerrostalo
416,ei tiedossa,1962,hyvä,1780 ,Kaksio,33100,890 €/kk,"54,5 m²",kerrostalo
417,ei sallittu,1985,hyvä,250 €,Kaksio,01360,885 €/kk,"55,5 m²",kerrostalo
418,ei sallittu,1994,hyvä,250 €,3 huonetta,90550,920 €/kk,"79,5 m²",kerrostalo
419,ei sallittu,1994,ei luokiteltu,"445,00 e",Yksiö,15200,445 €/kk,32 m²,kerrostalo
420,ei sallittu,1913,välttävä,"1 180,00 e",Yksiö,00150,590 €/kk,20 m²,kerrostalo
421,ei sallittu,1974,välttävä,"900,00 e",Yksiö,36200,450 €/kk,29 m²,kerrostalo
422,ei sallittu,1994,ei luokiteltu,0 €,3 huonetta,96100,883 €/kk,81 m²,kerrostalo
423,ei sallittu,1994,hyvä,0,Kaksio,02250,"854,75 €/kk","55,5 m²",kerrostalo
424,ei sallittu,1994,hyvä,0,Kaksio,20700,820 €/kk,67 m²,kerrostalo
425,ei sallittu,2014,ei luokiteltu,655.00,Yksiö,40700,655 €/kk,40 m²,kerrostalo
426,ei tiedossa,1970,hyvä,1590 ,Kaksio,02210,795 €/kk,47 m²,kerrostalo
427,ei tiedossa,1902,tyydyttävä,1100.00,Kaksio,49300,550 €/kk,70 m²,omakotitalo
428,ei tiedossa,1975,tyydyttävä,732.00,3 huonetta,25250,590 €/kk,78 m²,kerrostalo
429,ei tiedossa,1998,hyvä,590.00,Yksiö,65100,590 €/kk,"43,5 m²",kerrostalo
430,ei tiedossa,1983,tyydyttävä,1240.00,Yksiö,04200,620 €/kk,36 m²,kerrostalo
431,ei tiedossa,2003,hyvä,1240.00,Kaksio,00120,1 280 €/kk,"50,5 m²",kerrostalo
432,ei sallittu,2006,hyvä,642 €,Kaksio,67100,"641,80 €/kk",51 m²,luhtitalo
433,ei sallittu,1986,hyvä,2 kuukauden vuokra,Yksiö,57130,530 €/kk,37 m²,kerrostalo
434,ei sallittu,1971,hyvä,1200.00,Kaksio,20610,600 €/kk,58 m²,kerrostalo
435,ei sallittu,1955,ei luokiteltu,720.00,Yksiö,18100,360 €/kk,31 m²,kerrostalo
436,ei sallittu,2015,hyvä,1kk:n vuokran suuruinen,Yksiö,90540,470 €/kk,27 m²,kerrostalo
437,ei sallittu,2014,hyvä,1kk:n vuokran suuruinen,Kaksio,90530,640 €/kk,45 m²,kerrostalo
438,ei sallittu,2012,hyvä,1kk:n vuokran suuruinen,3 huonetta,90420,725 €/kk,55 m²,luhtitalo
439,ei sallittu,1973,tyydyttävä,430 €,Kaksio,55800,430 €/kk,"48,5 m²",kerrostalo
440,ei sallittu,2014,hyvä,noin yhden kuukauden vuokra,4 huonetta,20320,"1160,02 €/kk","87,5 m²",rivitalo
441,ei sallittu,2016,hyvä,1 kuukauden vuokraa vastaava,Yksiö,33900,690 €/kk,35 m²,kerrostalo
442,ei sallittu,2004,hyvä,515,Kaksio,90520,515 €/kk,"51,5 m²",kerrostalo
443,ei tiedossa,1972,hyvä,840,Kaksio,02320,840 €/kk,"63,5 m²",kerrostalo
444,ei sallittu,1972,hyvä,600 €,3 huonetta,38700,600 €/kk,77 m²,rivitalo
445,ei sallittu,2010,hyvä,658 €,Kaksio,67100,"657,55 €/kk","49,5 m²",kerrostalo
446,ei sallittu,2014,hyvä,250 €,Kaksio,01640,969 €/kk,"53,5 m²",kerrostalo
447,ei sallittu,2004,hyvä,250 €,Kaksio,90120,684 €/kk,"42,5 m²",kerrostalo
448,ei sallittu,2004,ei luokiteltu,"410,00 e",Yksiö,15500,410 €/kk,35 m²,kerrostalo
449,ei sallittu,1955,hyvä,"530,00 e +henkilötakaus / 2kk +laaja kotivakuutus",Yksiö,80100,530 €/kk,33 m²,kerrostalo
450,ei sallittu,1955,ei luokiteltu,"990,00 e",Yksiö,15170,495 €/kk,"32,5 m²",kerrostalo
451,ei sallittu,2000,hyvä,"990,00 e",Kaksio,01610,875 €/kk,"42,5 m²",kerrostalo
452,ei tiedossa,1989,ei luokiteltu,500 euroa,Kaksio,00250,1 024 €/kk,"57,5 m²",kerrostalo
453,ei sallittu,1999,hyvä,470 €,Kaksio,38700,470 €/kk,"60,5 m²",rivitalo
454,ei sallittu,1975,hyvä,1kk,Kaksio,01300,990 €/kk,59 m²,kerrostalo
455,ei sallittu,2017,hyvä,"1590,00",Kaksio,20100,795 €/kk,"45,5 m²",kerrostalo
456,ei sallittu,1978,hyvä,1kk,3 huonetta,02130,1 169 €/kk,"61,5 m²",kerrostalo
457,ei sallittu,2006,hyvä,1 kuukauden vuokra,3 huonetta,57100,900 €/kk,87 m²,kerrostalo
458,ei tiedossa,2004,hyvä,960,Kaksio,00990,960 €/kk,"52,5 m²",kerrostalo
459,ei tiedossa,2005,hyvä,781 €,3 huonetta,37130,781 €/kk,75 m²,rivitalo
460,ei sallittu,2017,hyvä,2600,Kaksio,00220,1 300 €/kk,51 m²,kerrostalo
461,ei tiedossa,1973,hyvä,1680.00,Kaksio,00840,840 €/kk,51 m²,kerrostalo
462,ei tiedossa,1937,hyvä,1560.00,Yksiö,00500,780 €/kk,37 m²,kerrostalo
463,ei tiedossa,1984,hyvä,1190.00,Yksiö,04230,595 €/kk,31 m²,luhtitalo
464,ei tiedossa,2016,hyvä,1800.00,Kaksio,00870,900 €/kk,45 m²,kerrostalo
465,ei tiedossa,1957,hyvä,1340.00,Yksiö,00530,670 €/kk,28 m²,kerrostalo
466,ei tiedossa,2016,hyvä,1860.00,Kaksio,00870,930 €/kk,46 m²,kerrostalo
467,ei sallittu,1978,hyvä,900.00,Yksiö,28100,450 €/kk,36 m²,kerrostalo
468,ei sallittu,1968,hyvä,1kk,Yksiö,37830,400 €/kk,37 m²,kerrostalo
469,ei sallittu,1985,tyydyttävä,2000 €,5 +,16900,1 000 €/kk,190 m²,omakotitalo
470,ei sallittu,1984,hyvä,250 euroa,Kaksio,90570,637 €/kk,62 m²,rivitalo
471,ei sallittu,1977,hyvä,250 euroa,Kaksio,90580,510 €/kk,62 m²,kerrostalo
472,ei sallittu,1980,hyvä,250 euroa,Kaksio,90500,657 €/kk,"61,5 m²",kerrostalo
473,ei sallittu,1972,hyvä,250 euroa,Kaksio,90550,558 €/kk,56 m²,kerrostalo
474,ei sallittu,1969,hyvä,"653,60 e 1kk+laaja kotivakuutus",3 huonetta,80160,"653,60 €/kk",77 m²,kerrostalo
475,ei sallittu,1974,hyvä,"595,00 e",Kaksio,70460,595 €/kk,"45,5 m²",kerrostalo
476,ei sallittu,2008,hyvä,920 €,3 huonetta,90120,920 €/kk,68 m²,kerrostalo
477,ei sallittu,1973,hyvä,"1.200,00",Kaksio,15170,600 €/kk,"58,5 m²",kerrostalo
478,ei sallittu,1905,hyvä,2 kk:n vuokra,Yksiö,00170,650 €/kk,30 m²,kerrostalo
479,ei tiedossa,2008,hyvä,500 €,Kaksio,02230,920 €/kk,"52,5 m²",kerrostalo
480,ei tiedossa,2007,hyvä,"895,00 €",Kaksio,02230,895 €/kk,47 m²,kerrostalo
481,ei tiedossa,1996,hyvä,1838.68,3 huonetta,21420,"919,34 €/kk","83,5 m²",rivitalo
482,ei tiedossa,1954,tyydyttävä,840.00,Yksiö,57130,420 €/kk,23 m²,kerrostalo
483,ei tiedossa,1998,hyvä,840.00,Yksiö,65380,"401,94 €/kk","35,5 m²",kerrostalo
484,ei tiedossa,1984,hyvä,840.00,Yksiö,65320,"348,69 €/kk",33 m²,kerrostalo
485,ei tiedossa,1988,hyvä,840.00,Kaksio,65380,"398,04 €/kk","41,5 m²",kerrostalo
486,ei tiedossa,1975,hyvä,840.00,Yksiö,65370,"333,94 €/kk",32 m²,kerrostalo
487,ei tiedossa,2000,hyvä,1120.00,Yksiö,00810,560 €/kk,20 m²,kerrostalo
488,ei tiedossa,2017,hyvä,1640.00,Kaksio,02780,820 €/kk,45 m²,luhtitalo
489,ei tiedossa,2005,hyvä,1900.00,Kaksio,00790,950 €/kk,"51,5 m²",kerrostalo
490,ei tiedossa,2015,hyvä,1240.00,Kaksio,13100,620 €/kk,"37,5 m²",kerrostalo
491,ei tiedossa,1964,hyvä,1240.00,Kaksio,05800,750 €/kk,51 m²,kerrostalo
492,ei tiedossa,1971,ei luokiteltu,1640.00,Kaksio,01620,820 €/kk,55 m²,kerrostalo
493,ei tiedossa,1971,hyvä,2200.00,Kaksio,00120,1 100 €/kk,45 m²,kerrostalo
494,ei tiedossa,1982,hyvä,2200.00,5 +,00430,1 600 €/kk,179 m²,omakotitalo
495,ei sallittu,1982,hyvä,1040.00,Kaksio,28400,520 €/kk,"49,5 m²",rivitalo
496,ei tiedossa,2017,ei luokiteltu,1270.00e,Yksiö,20520,635 €/kk,"33,5 m²",kerrostalo
497,ei tiedossa,1973,ei luokiteltu,1390.00e,Yksiö,20500,695 €/kk,"41,5 m²",kerrostalo
498,ei sallittu,1989,hyvä,250 €,Kaksio,70820,630 €/kk,45 m²,kerrostalo
499,ei sallittu,1997,hyvä,250 €,Kaksio,04410,719 €/kk,55 m²,kerrostalo
500,ei sallittu,1949,tyydyttävä,780 €,Yksiö,37100,390 €/kk,28 m²,kerrostalo
501,ei sallittu,2017,hyvä,525,Yksiö,90570,525 €/kk,"32,5 m²",kerrostalo
502,ei sallittu,1956,hyvä,1400.00,Yksiö,00320,700 €/kk,"24,5 m²",kerrostalo
503,ei sallittu,1943,ei luokiteltu,1200.00,Yksiö,33540,600 €/kk,"37,5 m²",kerrostalo
504,ei sallittu,1955,hyvä,450 €,3 huonetta,94830,450 €/kk,50 m²,kerrostalo
505,ei sallittu,1988,hyvä,450 €,Kaksio,00650,929 €/kk,53 m²,kerrostalo
506,ei sallittu,2010,hyvä,450 €,Kaksio,02650,1 083 €/kk,"57,5 m²",kerrostalo
507,ei tiedossa,1961,hyvä,470 ,Yksiö,90120,470 €/kk,27 m²,kerrostalo
508,ei sallittu,1950,hyvä,1-2 kk,Yksiö,33100,685 €/kk,29 m²,kerrostalo
509,ei sallittu,1975,hyvä,920 €,Yksiö,80160,460 €/kk,33 m²,kerrostalo
510,ei sallittu,1975,hyvä,250 €,3 huonetta,87200,793 €/kk,"78,5 m²",kerrostalo
511,ei sallittu,1978,ei luokiteltu,1150.00,3 huonetta,00370,1 150 €/kk,"73,5 m²",kerrostalo
512,ei sallittu,2017,ei luokiteltu,1034.00,3 huonetta,04410,1 034 €/kk,65 m²,kerrostalo
513,ei sallittu,2015,ei luokiteltu,1111.00,3 huonetta,01340,1 111 €/kk,69 m²,kerrostalo
514,ei sallittu,1999,ei luokiteltu,938.00,3 huonetta,04410,938 €/kk,62 m²,kerrostalo
515,ei sallittu,1939,hyvä,1640,Yksiö,00100,820 €/kk,23 m²,kerrostalo
516,ei sallittu,1939,ei luokiteltu,€,3 huonetta,62100,460 €/kk,78 m²,rivitalo
517,ei sallittu,1927,tyydyttävä,1100 €,Kaksio,07880,550 €/kk,74 m²,omakotitalo
518,ei sallittu,1946,hyvä,2 kk:n vuokra,Kaksio,00270,950 €/kk,50 m²,kerrostalo
519,ei sallittu,2015,hyvä,"535,00 €",Yksiö,15240,535 €/kk,34 m²,kerrostalo
520,ei tiedossa,1945,hyvä,1340.00,Yksiö,00270,670 €/kk,21 m²,kerrostalo
521,ei tiedossa,1963,hyvä,2380.00,Kaksio,00150,1 190 €/kk,54 m²,kerrostalo
522,ei tiedossa,1987,ei luokiteltu,500 €,4 huonetta,00420,1 239 €/kk,"88,5 m²",kerrostalo
523,ei sallittu,1985,hyvä,2 kk,Kaksio,20740,700 €/kk,"63,5 m²",kerrostalo
524,ei sallittu,2008,hyvä,250 €,Kaksio,33900,796 €/kk,51 m²,kerrostalo
525,ei sallittu,2015,hyvä,"604,50",Kaksio,01150,"604,50 €/kk",39 m²,kerrostalo
526,ei sallittu,2010,hyvä,686 €,Kaksio,33330,686 €/kk,53 m²,luhtitalo
527,ei tiedossa,2011,hyvä,914 €,3 huonetta,33330,914 €/kk,"73,5 m²",kerrostalo
528,ei tiedossa,2009,hyvä,836 €,3 huonetta,33330,836 €/kk,74 m²,kerrostalo
529,ei tiedossa,1968,hyvä,2980.00,4 huonetta,02700,1 490 €/kk,116 m²,kerrostalo
530,ei tiedossa,1950,hyvä,1560.00,Kaksio,00280,780 €/kk,33 m²,kerrostalo
531,ei sallittu,1950,hyvä,505.00,Yksiö,50170,505 €/kk,"36,5 m²",kerrostalo
532,ei tiedossa,1950,tyydyttävä,505.00,Yksiö,86110,1 303 €/kk,"25,5 m²",rivitalo
533,ei tiedossa,1908,hyvä,505.00,Yksiö,20100,1 704 €/kk,31 m²,kerrostalo
534,ei tiedossa,1938,hyvä,505.00,Yksiö,00530,1 841 €/kk,27 m²,kerrostalo
535,ei tiedossa,1937,hyvä,505.00,Kaksio,00100,2 148 €/kk,43 m²,kerrostalo
536,ei tiedossa,1988,tyydyttävä,505.00,Kaksio,33100,1 530 €/kk,47 m²,kerrostalo
537,ei tiedossa,1941,hyvä,505.00,Kaksio,00180,1 825 €/kk,53 m²,kerrostalo
538,ei tiedossa,1987,välttävä,505.00,Yksiö,02650,1 188 €/kk,29 m²,kerrostalo
539,ei tiedossa,1928,hyvä,505.00,Kaksio,00100,3 003 €/kk,68 m²,kerrostalo
540,ei tiedossa,1928,tyydyttävä,505.00,3 huonetta,00100,3 165 €/kk,63 m²,kerrostalo
541,ei tiedossa,1986,välttävä,505.00,Yksiö,01530,555 €/kk,13 m²,omakotitalo
542,ei sallittu,1979,hyvä,600,Kaksio,76100,200 €/kk,38 m²,kerrostalo
543,ei sallittu,1996,hyvä,600,Kaksio,02600,969 €/kk,"59,5 m²",kerrostalo
544,ei sallittu,1963,hyvä,600,Kaksio,00710,948 €/kk,60 m²,kerrostalo
545,ei sallittu,2012,hyvä,600,Kaksio,00990,920 €/kk,"38,5 m²",kerrostalo
546,ei sallittu,1995,hyvä,600,Kaksio,02650,885 €/kk,"45,5 m²",kerrostalo
547,ei sallittu,1980,hyvä,600,3 huonetta,01480,1 070 €/kk,"80,5 m²",kerrostalo
548,ei sallittu,1970,hyvä,2kk = 1460€,Kaksio,03100,730 €/kk,53 m²,kerrostalo
549,ei sallittu,1965,hyvä,"650,00 e",Kaksio,70200,650 €/kk,54 m²,kerrostalo
550,ei sallittu,1994,hyvä,250 €,Kaksio,04250,869 €/kk,"59,5 m²",kerrostalo
551,ei sallittu,2003,hyvä,250 €,3 huonetta,00910,1 294 €/kk,"73,5 m²",kerrostalo
552,ei sallittu,1966,hyvä,250 €,Kaksio,02100,930 €/kk,43 m²,kerrostalo
553,ei sallittu,1958,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Yksiö,60100,410 €/kk,29 m²,kerrostalo
554,ei tiedossa,1973,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Kaksio,00770,800 €/kk,"50,5 m²",kerrostalo
555,ei sallittu,2012,hyvä,1kk pankkitalletus sekä 1-2 hlön omavelkainen taka,Kaksio,60200,540 €/kk,"34,5 m²",kerrostalo
556,ei sallittu,2014,hyvä,1kk:n vuokra,4 huonetta,90670,1 100 €/kk,85 m²,rivitalo
557,ei sallittu,1962,hyvä,2 kk:n vuokra,4 huonetta,02160,1 800 €/kk,133 m²,kerrostalo
558,ei sallittu,1973,hyvä,1kk vuokra,Kaksio,33210,690 €/kk,39 m²,kerrostalo
559,ei sallittu,1996,ei luokiteltu,"889,00",3 huonetta,15140,889 €/kk,74 m²,kerrostalo
560,ei sallittu,1999,hyvä,1kk vuokra,Kaksio,33210,845 €/kk,57 m²,kerrostalo
