,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
1774,ei sallittu,1970,hyvä,"570,00 e",Kaksio,01200,870 €/kk,"53,5 m²",kerrostalo
1775,ei sallittu,2017,hyvä,2kk:n vuokraa vastaava summa,Kaksio,40520,750 €/kk,"45,5 m²",kerrostalo
1776,ei sallittu,2012,hyvä,1kk/350€,Kaksio,01350,959 €/kk,60 m²,kerrostalo
1777,ei sallittu,2010,hyvä,1kk,3 huonetta,00790,1 347 €/kk,"74,5 m²",kerrostalo
1778,ei sallittu,2017,hyvä,520 €,Yksiö,92100,520 €/kk,"30,5 m²",kerrostalo
1779,ei tiedossa,2013,hyvä,895 €,Kaksio,01510,895 €/kk,49 m²,kerrostalo
1780,ei sallittu,1967,hyvä,450,Yksiö,00940,400 €/kk,14 m²,kerrostalo
1781,ei sallittu,1976,ei luokiteltu,1.180,Yksiö,02780,590 €/kk,33 m²,kerrostalo
1782,ei sallittu,1973,hyvä,840.00,Yksiö,60100,420 €/kk,23 m²,kerrostalo
1783,ei sallittu,1932,hyvä,3200.00,3 huonetta,00100,1 600 €/kk,"90,5 m²",kerrostalo
1784,ei sallittu,2015,hyvä,1kk:n vuokran suuruinen,Kaksio,90100,890 €/kk,"56,5 m²",kerrostalo
1785,ei sallittu,2015,hyvä,1kk:n vuokran suuruinen,3 huonetta,90100,950 €/kk,"69,5 m²",kerrostalo
1786,ei sallittu,1981,hyvä,1kk:n vuokran suuruinen,Kaksio,00240,970 €/kk,51 m²,kerrostalo
1787,ei sallittu,1988,hyvä,1kk:n vuokran suuruinen,Kaksio,02200,993 €/kk,"57,5 m²",kerrostalo
1788,ei sallittu,1990,hyvä,1kk:n vuokran suuruinen,Kaksio,00720,985 €/kk,59 m²,kerrostalo
1789,ei sallittu,1971,hyvä,1kk:n vuokran suuruinen,3 huonetta,01600,1 195 €/kk,68 m²,kerrostalo
1790,ei sallittu,1987,hyvä,"911,05",3 huonetta,13500,"911,05 €/kk","68,5 m²",kerrostalo
1791,ei sallittu,1984,tyydyttävä,"750,70",3 huonetta,13250,"750,70 €/kk",78 m²,kerrostalo
1792,ei sallittu,1990,hyvä,"787,47",3 huonetta,13250,"787,47 €/kk",77 m²,kerrostalo
1793,ei sallittu,2013,hyvä,"1073,38",3 huonetta,13500,"1073,38 €/kk","77,5 m²",rivitalo
1794,ei sallittu,1985,hyvä,"614,62",Kaksio,13250,"614,62 €/kk",60 m²,kerrostalo
1795,ei sallittu,2003,ei luokiteltu,"700,00 €",3 huonetta,90420,"713,30 €/kk","73,5 m²",kerrostalo
1796,ei sallittu,1998,hyvä,250 €,3 huonetta,01640,1 046 €/kk,68 m²,kerrostalo
1797,ei sallittu,1985,hyvä,250 €,Kaksio,01360,922 €/kk,"55,5 m²",kerrostalo
1798,ei sallittu,1972,hyvä,250 €,Kaksio,01620,889 €/kk,58 m²,kerrostalo
1799,ei sallittu,2002,hyvä,250 €,Kaksio,01510,958 €/kk,51 m²,kerrostalo
1800,ei sallittu,2012,hyvä,250 €,Kaksio,00790,1 039 €/kk,54 m²,kerrostalo
1801,ei sallittu,2001,hyvä,250 €,3 huonetta,00810,1 307 €/kk,74 m²,kerrostalo
1802,ei sallittu,2011,hyvä,250 €,Kaksio,00920,1 068 €/kk,"56,5 m²",kerrostalo
1803,ei sallittu,2011,hyvä,250 €,3 huonetta,00920,1 215 €/kk,"68,5 m²",kerrostalo
1804,ei sallittu,1999,hyvä,250 €,Yksiö,01620,910 €/kk,40 m²,kerrostalo
1805,ei sallittu,1985,hyvä,250 €,Kaksio,01360,915 €/kk,"54,5 m²",kerrostalo
1806,ei sallittu,1972,hyvä,250 €,Kaksio,01360,852 €/kk,61 m²,kerrostalo
1807,ei sallittu,1971,hyvä,250 €,Kaksio,01360,890 €/kk,60 m²,kerrostalo
1808,ei sallittu,1971,hyvä,250 €,Kaksio,01360,893 €/kk,60 m²,kerrostalo
1809,ei sallittu,1988,hyvä,"778,22",3 huonetta,16900,"778,22 €/kk",69 m²,rivitalo
1810,ei sallittu,1988,hyvä,"952,02",4 huonetta,16900,"952,02 €/kk",88 m²,rivitalo
1811,ei sallittu,2017,ei luokiteltu,741.00,Kaksio,04230,741 €/kk,46 m²,kerrostalo
1812,ei sallittu,2017,ei luokiteltu,712.00,Kaksio,04230,712 €/kk,43 m²,kerrostalo
1813,ei sallittu,2017,ei luokiteltu,664.00,Kaksio,04220,664 €/kk,"39,5 m²",kerrostalo
1814,ei sallittu,2017,ei luokiteltu,641.00,Yksiö,04220,641 €/kk,"32,5 m²",kerrostalo
1815,ei sallittu,1994,ei luokiteltu,892.00,3 huonetta,40520,892 €/kk,74 m²,kerrostalo
1816,ei sallittu,2017,ei luokiteltu,735.00,Kaksio,04230,735 €/kk,44 m²,kerrostalo
1817,ei sallittu,2017,ei luokiteltu,958.00,3 huonetta,04230,958 €/kk,64 m²,kerrostalo
1818,ei sallittu,2017,ei luokiteltu,725.00,Kaksio,04410,725 €/kk,36 m²,kerrostalo
1819,ei sallittu,1996,ei luokiteltu,775.00,Kaksio,40100,775 €/kk,"52,5 m²",kerrostalo
1820,ei sallittu,2017,hyvä,1kk/350€,3 huonetta,01300,1 010 €/kk,"60,5 m²",kerrostalo
1821,ei tiedossa,2017,tyydyttävä,1780.00,Kaksio,00530,890 €/kk,41 m²,kerrostalo
1822,ei tiedossa,1979,hyvä,694.00,Yksiö,18130,347 €/kk,35 m²,kerrostalo
1823,ei sallittu,1979,hyvä,1400.00,Yksiö,02650,700 €/kk,33 m²,kerrostalo
1824,ei sallittu,1966,hyvä,1060,Yksiö,40320,530 €/kk,29 m²,kerrostalo
1825,ei sallittu,1969,hyvä,1500 €,4 huonetta,60510,750 €/kk,88 m²,kerrostalo
1826,ei sallittu,1979,hyvä,1500 €,3 huonetta,33720,888 €/kk,74 m²,kerrostalo
1827,ei sallittu,2011,hyvä,1500 €,3 huonetta,33900,975 €/kk,70 m²,kerrostalo
1828,ei tiedossa,1957,hyvä,1380 ,Kaksio,11100,690 €/kk,59 m²,kerrostalo
1829,ei sallittu,1988,hyvä,"662,54",Kaksio,16900,"662,54 €/kk",57 m²,rivitalo
1830,ei sallittu,2017,hyvä,670,Kaksio,33710,670 €/kk,46 m²,kerrostalo
1831,ei sallittu,2017,hyvä,685,Kaksio,33710,685 €/kk,45 m²,kerrostalo
1832,ei sallittu,2013,hyvä,250 €,Kaksio,00580,1 058 €/kk,39 m²,kerrostalo
1833,ei sallittu,2013,hyvä,"500,00 e + Henkilötakaus",Yksiö,80400,500 €/kk,"33,5 m²",kerrostalo
1834,ei sallittu,2013,hyvä,1kk,Yksiö,90120,595 €/kk,35 m²,kerrostalo
1835,ei sallittu,1972,hyvä,1kk,3 huonetta,33310,805 €/kk,73 m²,kerrostalo
1836,ei sallittu,1973,hyvä,1kk,3 huonetta,33410,795 €/kk,"79,5 m²",kerrostalo
1837,ei sallittu,1976,hyvä,1kk,3 huonetta,33720,773 €/kk,70 m²,kerrostalo
1838,ei sallittu,1979,hyvä,1kk,3 huonetta,33720,789 €/kk,"70,5 m²",kerrostalo
1839,ei sallittu,2017,hyvä,2kk:n vuokraa vastaava summa,Yksiö,40270,510 €/kk,25 m²,kerrostalo
1840,ei sallittu,2017,hyvä,2kk:n vuokraa vastaava summa,Yksiö,40270,475 €/kk,26 m²,kerrostalo
1841,ei sallittu,2017,hyvä,"1kk vuokra, yrityksille 3kk",3 huonetta,06100,945 €/kk,58 m²,kerrostalo
1842,ei sallittu,2017,hyvä,2kk:n vuokraa vastaava summa,Yksiö,40100,610 €/kk,"32,5 m²",kerrostalo
1843,ei sallittu,2017,hyvä,"1kk vuokra, yrityksille 3kk",3 huonetta,06100,980 €/kk,"66,5 m²",kerrostalo
1844,ei sallittu,2017,hyvä,295 €,Yksiö,38701,295 €/kk,31 m²,rivitalo
1845,ei sallittu,2017,hyvä,1280 €,Yksiö,33900,640 €/kk,32 m²,kerrostalo
1846,ei sallittu,2016,hyvä,2kk,Kaksio,01700,820 €/kk,"43,5 m²",kerrostalo
1847,ei tiedossa,1970,tyydyttävä,2kk,Kaksio,33900,1 455 €/kk,62 m²,kerrostalo
1848,ei tiedossa,1970,tyydyttävä,2kk,5 +,53100,2 195 €/kk,90 m²,kerrostalo
1849,ei tiedossa,2017,tyydyttävä,2kk,Yksiö,40100,1 489 €/kk,11 m²,kerrostalo
1850,ei tiedossa,1954,hyvä,2kk,Yksiö,00210,1 541 €/kk,24 m²,kerrostalo
1851,ei tiedossa,2017,tyydyttävä,2kk,Yksiö,40100,1 001 €/kk,5 m²,kerrostalo
1852,ei tiedossa,1984,tyydyttävä,2kk,Yksiö,01530,1 135 €/kk,10 m²,kerrostalo
1853,ei sallittu,1963,hyvä,2kk,3 huonetta,33200,1 076 €/kk,76 m²,kerrostalo
1854,ei sallittu,1975,hyvä,1 kk vuokra,Kaksio,78850,425 €/kk,48 m²,kerrostalo
1855,ei sallittu,1938,hyvä,250 €,Kaksio,00180,1 416 €/kk,48 m²,kerrostalo
1856,ei sallittu,1995,hyvä,250 €,Kaksio,20100,794 €/kk,"42,5 m²",kerrostalo
1857,ei sallittu,1954,hyvä,250 €,Yksiö,33210,620 €/kk,38 m²,kerrostalo
1858,ei sallittu,1954,hyvä,250 €,Yksiö,33210,599 €/kk,29 m²,kerrostalo
1859,ei sallittu,1976,hyvä,250 €,Kaksio,20100,690 €/kk,51 m²,kerrostalo
1860,ei sallittu,1994,hyvä,250 €,3 huonetta,20100,965 €/kk,81 m²,kerrostalo
1861,ei tiedossa,1975,hyvä,1700.00,Kaksio,00520,850 €/kk,"46,5 m²",kerrostalo
1862,ei tiedossa,1983,hyvä,1300.00,Yksiö,04410,650 €/kk,37 m²,kerrostalo
1863,ei sallittu,1956,hyvä,1kk,Kaksio,00820,879 €/kk,"51,5 m²",kerrostalo
1864,ei tiedossa,1998,hyvä,"2680,00 ",4 huonetta,01350,1 340 €/kk,91 m²,rivitalo
1865,ei tiedossa,2001,hyvä,"2300,00 ",4 huonetta,02760,1 150 €/kk,"89,5 m²",kerrostalo
1866,ei tiedossa,1974,hyvä,900.00,5 +,90410,900 €/kk,169 m²,omakotitalo
1867,ei sallittu,1908,hyvä,950,3 huonetta,67100,950 €/kk,84 m²,kerrostalo
1868,ei sallittu,2011,hyvä,680,Kaksio,67100,680 €/kk,49 m²,kerrostalo
1869,ei sallittu,1973,hyvä,1560,Kaksio,33210,780 €/kk,46 m²,kerrostalo
1870,ei tiedossa,1978,hyvä,800.00,Yksiö,11130,400 €/kk,25 m²,kerrostalo
