POSTI_ALUE,NIMI,KUNTA
67600,Linnusperä-Kaustari,272
67700,Kirkonmäki-Isokylä,272
,,
67800,Koivuhaka,272
67900,Ykspihjala,272
,,
,,
68100,Himanka Keskus,208
68150,Hillilä,208
68210,Marinkainen,272
68220,Karhi,272
,,
68230,Lohtaja Keskus,272
68240,Ala-Viirre,272
68300,Kälviä Keskus,272
,,
,,
68320,Ruotsalo,272
68370,Ullava Keskus,272
68380,Yli-Ullava,272
68390,Rahkonen,272
68410,Alaveteli,288
,,
68500,Kruunupyy Keskus,288
,,
68530,Lepplax,599
,,
,,
,,
,,
68550,Öja,272
,,
,,
68555,Bosund,440
,,
,,
,,
,,
68560,Eugmo,440
,,
,,
,,
,,
68570,Luoto,440
68580,Furuholmen,440
68600,Pietarsaari Keskus,598
,,
68620,Skutnäs-Västermalm,598
68630,Kyrkostrand,598
68660,Östermalm-Björnholmen,598
68690,Sundby,599
68700,Teerijärvi,288
68750,Småbönders,288
68800,Kolppi,599
68810,Ytteresse,599
68820,Ähtävä,599
68830,Bäckby,599
68840,Nederlappfors,599
68870,Edsevö,599
68910,Pännäinen,599
68920,Forsby,599
68930,Purmo,599
68940,Lillby,599
68970,Överpurmo,599
68999,Rita,272
69100,Kannus Keskus,217
69150,Eskola,217
69170,Yli-Kannus,217
69300,Toholampi Keskus,849
69310,Laitala,849
69330,Määttälä,849
69340,Purontaka,849
69410,Sykäräinen,849
69420,Syri,421
69440,Lestijärvi Keskus,421
69450,Yli-Lesti,421
69510,Halsua Keskus-Marjusaari,74
69550,Kanala,74
69570,Karvonen,74
69600,Kaustinen Keskus,236
69660,Köyhäjoki,236
69700,Veteli Keskus,924
69730,Tunkkari,924
69750,Sillanpää,924
69820,Räyrinki,924
69830,Pulkkinen,924
69850,Patana,924
69910,Kivikangas,584
69920,Oksakoski-Kivikangas,584
69950,Perho Keskus-Salamajärvi,584
69970,Salamajärvi,584
69980,Möttönen,584
70100,Kuopio Keskus,297
70110,Etu-Niirala,297
70150,Neulamäki,297
70200,Puijonlaakso,297
70210,Kuopion Keskussairaala-alue,297
70240,Niuvaniemen Sairaala-alue,297
70260,Julkula,297
70280,Länsi-Puijo,297
70300,Linnanpelto,297
70340,Inkilänmäki,297
70400,Kettulanlahti,297
70420,Päiväranta,297
70460,Saarijärvi,297
70500,Männistö,297
70600,Niirala-Huuhanmäki,297
70620,Haapaniemi,297
70700,Särkiniemi,297
70780,Jynkkä,297
70800,Pitkälahti,297
70820,Litmanen,297
70840,Jynkänmäki,297
70870,Hiltulanlahti,297
70900,Toivala,749
70910,Vuorela,749
70940,Jännevirta,297
71130,Kortejoki,297
71150,Vartiala,297
71160,Riistavesi,297
71170,Laukka-aho,857
71200,Tuusniemi Keskus,857
71210,Tuusjärvi,857
71240,Paakkila,857
71260,Juurikkamäki,857
71280,Kosula,857
71310,Vehmersalmi Keskus,297
71330,Räsälä,297
71360,Litmaniemi,297
71380,Mustinlahti,297
71460,Paukarlahti,420
71470,Oravikoski,420
71480,Kurkimäki,297
71490,Airaksela,297
71520,Kaislastenlahti,297
71570,Syvänniemi,297
71610,Salonkulma,297
71640,Talluskylä,844
71650,Hirvilahti-Salonkulma,297
71660,Leinolanlahti,297
71670,Kurolanlahti,297
71680,Pulkonkoski-Saarinen,297
71690,Varpasmaa,297
71720,Käärmelahti,297
71730,Kinnulanlahti,297
71740,Tavinsalmi,297
71745,Haatala,297
71750,Maaninka Keskus,297
71760,Ahkionlahti-Vianta,297
71775,Tuovilanlahti-Haatala,297
71800,Siilinjärvi Keskus,749
71820,Pöljä,749
71840,Kuuslahti,749
71850,Leppäkaarre,749
71870,Harjamäki,749
71890,Hamula,749
71910,Alapitkä,402
71920,Pajujärvi,402
71950,Lammasaho,297
71960,Lukkarila,402
72100,Karttula Keskus,297
72140,Itä-Karttula-Riuttasenpää,297
72210,Tervo Keskus-Eliaksela,844
72220,Eliaksela,844
72300,Vesanto Keskus,921
72310,Niinivesi,921
72330,Tiitilänkylä,921
72350,Pienola,921
72360,Närhilä,921
72380,Horontaipale,921
72400,Pielavesi Keskus-Jylänki,595
72430,Kumpula,595
72490,Saarinen,297
72510,Jokijärvi,595
72530,Säviäntaipale,595
72550,Säviä,595
72570,Vuorikylä,595
72600,Keitele Keskus,239
72630,Kuusela-Rajala,239
72710,Vaaraslahti,595
72740,Laukkala,595
72810,Jylhänkylä,595
72840,Saarela,595
72930,Tossavanlahti,239
72950,Porttila,239
72980,Petäjäkylä,239
73100,Lapinlahti Keskus,402
73110,Mäntylahti-Karvasalmi,402
73120,Nerkoo-Horsmanmäki,402
73200,Varpaisjärvi Keskus,402
73230,Syvärinpää,402
73250,Korpijärvi,402
73300,Nilsiä Keskus,297
73310,Tahkovuori,297
73320,Reittiö,297
73350,Haluna,297
73360,Pajulahti,297
73410,Pieksänkoski,297
73460,Muuruvesi,297
73470,Västinniemi,297
73500,Juankoski Keskus,297
73600,Kaavi Keskus,204
73620,Kortteinen-Rasilampi,204
73640,Sivakkavaara,204
73645,Niinivaara-Onnivaara,204
73670,Luikonlahti,204
73710,Viitaniemi,297
73730,Losomäki,297
73770,Säyneinen-Ala-Siikajärvi,297
73810,Palonurmi-Aholansaari,297
73830,Keski-Siikajärvi,297
73850,Ala-Luosta-Riitasalo,687
73860,Pykälikkö,687
73900,Rautavaara Keskus,687
73970,Riitasalo,687
73990,Kangaslahti,687
74100,Iisalmi Keskus, Eteläinen,140
74120,Iisalmi Keskus Pohjoinen,140
74130,Kihmula,140
74140,Ritoniemi,140
74150,Laidunmäki,140
74160,Koljonvirta,140
74170,Soinlahti,140
74200,Vieremä Keskus,925
74230,Salahmi,925
74240,Marttisenjärvi,925
74250,Nissilä,925
74270,Kauppilanmäki,925
74300,Sonkajärvi Keskus,762
74340,Sukeva-Kainuunmäki,762
74345,Kalliosuo,762
74360,Sonkakoski,762
74380,Jyrkkä,762
74390,Laakajärvi,765
74420,Hernejärvi,762
74470,Paloinen,402
74490,Koirakoski,762
74510,Peltosalmi-Sourunsalo,140
74520,Kirmanranta,140
74540,Kotikylä,140
74550,Pörsänmäki,140
74590,Kurenpolvi,925
74595,Runni,140
74610,Honkaranta,263
74630,Heinäkylä,263
74640,Sulkavanjärvi,263
74670,Rapakkojoki,263
74680,Myllyniemi,263
74700,Kiuruvesi Keskus,263
74720,Niemiskylä,263
74740,Aittojärvi,263
74770,Kalliokylä,263
74840,Koppeloharju,263
74940,Remeskylä-Tihilänkangas,263
74980,Tihilänkangas,263
75500,Nurmes Keskus,541
75530,Porokylä,541
75650,Savikylä,541
75680,Ylä-Luosta,687
75700,Valtimo Keskus,911
75710,Karhunpää,911
75740,Pajukoski,911
75770,Puukari,911
75790,Rumo,911
75840,Ylä-Valtimo,911
75890,Saramo-Petäiskylä-Mujejärvi,541
75930,Petäiskylä,541
75940,Mujejärvi,541
75970,Kohtavaara,541
75990,Höljäkkä,541
76100,Pieksämäki Keskus,593
76120,Kontiopuisto,593
76130,Pappilanmäki,593
76150,Länsirinne,593
76280,Partaharju,593
76620,Pyhitty,593
76780,Lamminmäki,593
76850,Naarajärvi,593
76940,Nenonpelto,593
77110,Paltanen,593
77120,Venetmäki,593
77140,Huumala,593
77220,Neuvola,593
77240,Halkokumpu,593
77320,Hurskaala,593
77330,Virtasalmi Keskus,593
77350,Montola,593
77380,Kantala,491
77430,Siikamäki,593
77460,Maavesi,171
77480,Savuniemi,171
77520,Haapakoski-Partaharju,593
77570,Jäppilä Keskus,593
77580,Tihusniemi,593
77600,Suonenjoki Keskus,778
77630,Lempyy,778
77690,Suontee,778
77700,Rautalampi Keskus,686
77770,Myhinpää,686
77800,Iisvesi,778
77910,Vaajasalmi,686
77930,Kerkonjoensuu,686
77960,Pakarila,686
78200,Varkaus Keskus,420
78210,Kuoppakangas,915
78250,Päiviönsaari,915
78300,Kommila,915
78310,Puurtila,420
78400,Luttila,915
78480,Timola,420
78500,Pitkälänniemi-Könönpelto,915
78610,Kurola,915
78710,Akonlahti,915
78850,Käpykangas,171
78870,Kaura-Aho,915
78880,Kuvansi,171
78900,Ruokokoski,915
79100,Leppävirta Keskus,420
79130,Sorsakoski,420
79140,Kotalahti,420
79150,Konnuslahti-Valkeamäki,420
79160,Saamaiskylä,420
79180,Tuppurinmäki,420
79190,Valkeamäki,420
79230,Moninmäki,420
79255,Kurjala-Moninmäki,420
79265,Puponmäki,420
79330,Näädänmaa,420
79350,Itä-Soisalo,420
79410,Niinimäki,420
79480,Kangaslampi Keskus,915
79520,Viljolahti,915
79600,Joroinen Keskus,171
79620,Huutokoski,171
79630,Kolma,171
79660,Kerisalo,171
79680,Lahnalahti,171
79690,Kaitainen,171
79700,Heinävesi Keskus,90
79810,Karvion kanava,90
79820,Varistaipale,90
79830,Palokki,90
79850,Uusi-Valamo,90
79860,Suuraho - Uusi-Valamo,90
79885,Etelä-Petruma,90
79895,Sarvikumpu,90
79910,Kerma,90
79940,Vihtari-Poikiinaho,90
80100,Joensuu Keskus, Pohjoinen,167
80110,Joensuu Keskus Eteläinen,167
80130,Kanervala,276
80140,Noljakka,167
80160,Rantakylä-Latola,167
80170,Utra,167
80200,Niinivaara,167
80210,Sairaala-alue,167
80220,Penttilä,167
80230,Hukanhauta,167
80260,Kettuvaara,167
80330,Reijola,167
80400,Ylämylly,426
80510,Onttola-Kunnasniemi,276
80710,Lehmo,276
80770,Kontiolahti as,276
80780,Kontioniemi,276
80790,Kontioranta-Kontioniemi,276
80850,Paihola,276
80910,Kulho,276
81100,Kontiolahti,276
81120,Katajaranta,276
81160,Romppala-Riihikangas,276
81200,Eno Keskus,167
81210,Louhioja,167
81220,Jakokoski,276
81230,Mönni,276
81235,Lehtoi,276
81260,Ahveninen,167
81270,Paukkaja,167
81280,Uimaharju,167
81290,Ukkola,167
81295,Haapalahti,167
81320,Kuismavaara,167
81330,Luhtapohja,167
81350,Tokrajärvi,146
81360,Sarvinki,167
81390,Revonkylä,167
81420,Tyrjänsaari,146
81430,Kivilahti,146
81450,Huhus-Käenkoski,146
81460,Käenkoski,146
,,
,,
81470,Naarva,146
81560,Vuonisjärvi,422
81570,Kelvä,422
81590,Vuonislahti,422
,,
,,
,,
,,
,,
,,
81650,Hattuvaara,422
81660,Lehmikylä,422
81700,Lieksa Keskus,422
81720,Mähkö-Timitra,422
81750,Pankakoski,422
81810,Jamali,422
81820,Kylänlahti,422
81850,Mätäsvaara,422
81860,Viekijärvi,422
81950,Pankajärvi,422
,,
81970,Jongunjoki-Pankajärvi,422
82110,Heinävaara,167
82120,Keskijärvi,167
82140,Kiihtelysvaara Keskus,167
82160,Oskola,167
82170,Uskali,167
82180,Huhtilampi,167
82200,Hammaslahti,167
82210,Suhmura,167
82220,Niittylahti,167
82290,Nieminen,707
82300,Rääkkylä Keskus,707
82310,Oravisalo-Varpasalo,707
82335,Rasivaara,707
82350,Tikkala,848
82360,Onkamo,848
82380,Tolosenmäki,260
82395,Haarajärvi,260
82430,Puhos-Leinovaara,260
82460,Hummovaara,260
82490,Heinoniemi,260
,,
82500,Kitee Keskus,260
82510,Kiteenlahti,260
82580,Juurikka,260
82590,Närsäkkälä,260
82600,Tohmajärvi Keskus,848
82655,Värtsilä Keskus,848
82660,Uusi-Värtsilä,848
82670,Kaurila,848
82675,Niirala-Jänisjoki,848
82685,Littilä,848
82710,Kovero,167
82730,Tuupovaara Keskus-Pirttiaho,167
82750,Öllölä,167
,,
82760,Hoilola,167
82770,Kaustajärvi,848
82815,Marjovaara,167
82820,Maukkula,146
82830,Haukivaara,146
82840,Pirttiaho,167
82850,Kinnasniemi,167
82865,Kokinvaara-Mannervaara,167
82870,Luutalahti,167
82880,Mannervaara,167
82900,Ilomantsi Keskus,146
82915,Sonkaja,146
82960,Lehtovaara-Kuikkalampi,146
,,
,,
,,
82967,Hattu,146
,,
82980,Möhkö,146
83100,Liperi Keskus,426
83130,Salokylä,426
83140,Puromäki,426
83150,Roukalahti,426
83160,Tutjunniemi,426
83320,Risti-Juojärvi,426
83330,Kaatamo,426
83340,Kaarnalampi,426
83400,Viinijärvi,426
83430,Käsämä,426
83450,Vaivio,426
83460,Harinjärvi,426
83480,Ahonkylä,426
83500,Outokumpu Keskus,309
83550,Kokonvaara,309
83630,Kuusjärvi,309
83660,Varislahti,309
83700,Polvijärvi Keskus,607
83720,Kuorevaara,607
83750,Sotkuma,607
83760,Sola,607
83780,Horsmanaho,607
83825,Kinahmo,607
83830,Hukkala,607
83835,Ruvaslahti,607
83840,Saarivaara,607
83855,Martonvaara-Sammakkovaara,607
83870,Polvela-Timovaara,176
83880,Kajoo,176
83900,Juuka Keskus,176
83910,Paalasmaa,176
83915,Vihtasuo,176
83940,Nunnanlahti,176
83950,Ahmovaara,176
83960,Koli,422
83985,Tuopanjoki,176
84100,Ylivieska Keskus,977
84460,Tuomiperä,977
84540,Vähäkangas,977
84650,Kantokylä,977
84770,Isokoski,977
84880,Raudaskylä,977
,,
85100,Kalajoki Keskus,208
85120,Metsä,208
85140,Tynkä,208
85150,Typpö,208
85160,Rautio,208
,,
85180,Rahja,208
85200,Alavieska Keskus,9
85210,Kähtävä,9
85230,Talus,9
85310,Sievi Asemanseutu,746
85320,Markkula,746
85340,Jyrinki,746
85410,Sievi Keskus,746
85430,Koivisto,746
85450,Joenkylä,746
85470,Kiiskilampi,746
85500,Nivala Keskus,535
85540,Mönkö,535
85560,Ainastalo,535
85580,Karvoskylä,535
85620,Sarja,535
85630,Sarjanahde,535
85640,Maliskylä,535
85660,Ruuskankylä,535
85710,Parkkila,69
85730,Tulppo,69
85800,Haapajärvi Keskus,69
85820,Oksava,69
85840,Kuona,69
85900,Reisjärvi Keskus,691
85930,Kangaskylä-Tolpankangas,691
85940,Räisälänmäki,691
85980,Köyhänperä,691
86100,Pyhäjoki Keskus,625
86110,Parhalahti,625
86160,Pirttikoski,625
86170,Yppäri,625
86210,Petäjäskoski,563
86220,Merijärvi Keskus,483
86230,Ylipää,483
86240,Pyhänkoski,483
86300,Oulainen Keskus,563
86350,Kilpua,563
86360,Ilveskorpi,678
86400,Vihanti Keskus,678
86440,Lampinsaari,678
86460,Alpua,678
86470,Lumimetsä,678
86480,Karhukangas,71
86510,Matkaniva,563
86530,Annonen,563
86550,Mieluskylä,71
86600,Haapavesi Keskus,71
86650,Kytökylä-Joutenniva,71
86680,Vatjusjärvi,71
86690,Karsikas,71
86710,Kärsämäki Keskus,317
86790,Venetpalo,317
86800,Pyhäsalmi,626
86810,Pellikkaperä,626
86850,Hiidenniemi,626
86870,Vesikoski,626
86900,Pyhäkumpu,626
86980,Väliaho,626
87100,Kajaani Keskus,205
87150,Purola,205
87200,Teppana,205
87250,Kättö-Kätönlahti,205
87300,Palokangas,205
87400,Petäisenniska,205
87500,Lehtikangas,205
87700,Lohtaja-Kettu,205
87800,Vuoreslahti,205
87830,Nakertaja,205
87850,Paltaniemi,205
87900,Karankalahti,205
87910,Linnantaus,205
87930,Salmijärvi,205
87950,Kuluntalahti,205
87970,Jormua,205
88120,Tuhkakylä,765
88200,Otanmäki-Kytökoski,205
88270,Vuolijoki Keskus,205
88300,Paltamo Keskus,578
88310,Melalahti,578
88340,Manamansalo,785
88350,Kivesjärvi,578
88380,Mieslahti,578
88400,Ristijärvi Keskus-Hiisijärvi,697
88440,Jokikylä,697
88460,Hiisijärvi,697
88470,Kontiomäki,578
88490,Pohjavaara,765
88530,Paakki,765
88600,Sotkamo Keskus,765
88610,Vuokatti,765
88615,Vuokatin Urheiluopisto,765
88620,Korholanmäki,765
88640,Ontojoki,765
88670,Juurikkalahti-Maanselkä,765
88690,Maanselkä,765
88730,Ylä-Vieksi,290
88740,Härmänkylä-Iivantiira,290
88760,Iivantiira,290
88820,Katerma,290
88900,Kuhmo Keskus,290
88930,Lentiira-Kuumu,290
88940,Kuumu,290
89110,Törmänmäki,620
89140,Kotila-Törmänmäki,620
89200,Puolanka Keskus,620
89210,Puokiovaara,620
89320,Joukokylä,620
89330,Suolijärvi,620
89400,Hyrynsalmi Keskus,105
89430,Hoikka,105
89440,Sakara,777
89540,Moisiovaara,105
89560,Karhuvaara,105
89600,Ämmänsaari,777
89610,Jumaliskylä,777
89640,Pesiökylä,777
89660,Takalo,777
89670,Näljänkä,777
89680,Vaaranniva,777
89730,Ahjola,777
89740,Kianta,777
89760,Piispajärvi-Peranka-Kaikkoinen,777
89770,Peranka,777
89780,Kaikkonen,777
89800,Suomussalmi Keskus,777
89830,Ala-Vuokki,777
89840,Ylä-Vuokki,777
89920,Ruhtinansalmi,777
90100,Oulu Keskus,564
90120,Heinäpää,564
90130,Raksila,564
90140,Karjasilta,564
90150,Höyhtyä,564
90220,Kontinkangas,564
90230,Värttö-Maikkula,564
90240,Iinatti,564
90250,Kaukovainio,564
90310,Madekoski,564
90400,Äimärautio,564
90410,Kaakkuri,564
90420,Metsokangas,564
90440,Kempele Keskus,244
90450,Honkanen,244
90460,Oulunsalo Keskus,564
,,
90470,Varjakka,564
,,
,,
,,
90480,Hailuoto,72
90500,Tuira,564
90510,Hietasaari,564
90520,Taskila-Toppila,564
90530,Välivainio,564
90540,Kuivasjärvi,564
90550,Pyykkösjärvi-Puolivälikangas,564
90560,Koskela-Oulu,564
90570,Kaijonharju-Linnanmaa,564
90580,Rajakylä,564
90590,Teknologiakylä,564
90620,Rusko-Heikinharju,564
90630,Korvensuora,564
90650,Haapalehto,564
90660,Sanginsuu,564
90670,Hiukkavaara,564
90800,Pateniemi,564
90810,Kiviniemi,564
,,
90820,Kello,564
90830,Haukipudas Keskus,564
90840,Haukipudas Asemanseutu,564
90850,Martinniemi,564
90860,Halosenniemi,564
90900,Kiiminki Keskus,564
90910,Kontio,564
90940,Jääli,564
,,
,,
,,
91100,Ii Keskus,139
91110,Ii Asemanseutu,139
,,
91140,Olhava,139
91150,Yli-Olhava,139
91200,Yli-Ii Keskus,564
91210,Jakkukylä,564
91240,Tannila,564
91260,Pahkakoski-Räinä,564
91300,Ylikiiminki Keskus,564
91310,Arkala,564
91410,Jokirinne,494
91430,Leppiniemi,494
91500,Muhos Keskus,494
91510,Rova,494
91560,Kylmälänkylä,494
91600,Utajärvi Keskus,889
91620,Sanginkylä,889
91630,Juorkuna,889
91640,Särkijärvi,889
91660,Ahmas,889
91670,Rokua,494
91700,Vaala Keskus-Oterma,785
91710,Jylhämä,785
91720,Oterma,785
91730,Kankari,785
91740,Jaalanka-Liminpuro,785
91750,Liminpuro,785
91760,Säräisniemi,785
91780,Neittävä,785
91790,Nuojua,785
91800,Tyrnävä,859
91900,Liminka Keskus,425
91910,Tupos,425
91930,Ala-Temmes,425
91950,Temmes,425
,,
91980,Lumijoki,436
,,
92100,Raahe Keskus,678
92120,Ollinsaari-Mestauskallio,678
92130,Isoholmi-Antinkangas,678
92140,Pattijoki Keskus,678
92150,Kummatti-Junnilanmäki,678
92160,Saloinen,678
92180,Lapaluoto,678
92210,Arkkukari,678
92220,Piehinki,678
92230,Mattilanperä,678
92240,Lasikangas,678
92260,Kopsa,678
,,
92320,Siikajoki Keskus,748
92330,Karinkanta,748
92350,Revonlahti,748
92400,Ruukki Keskus,748
92430,Paavola-Huumola,748
92440,Saarikoski,748
92450,Luohua,748
92470,Tuomioja,748
92500,Rantsila Keskus,791
92520,Sipola,791
92530,Mankila,791
92600,Pulkkila Keskus,791
92610,Vorna,791
92620,Piippola Keskus,791
92640,Leskelä,791
92650,Laakkola,791
92700,Kestilä,791
92810,Pelsonsuo,785
92830,Veneheitto,785
92910,Tavastkenkä,630
92920,Ahokylä,630
92930,Pyhäntä,630
93100,Pudasjärvi Keskus,615
93140,Kipinä,615
93160,Hetejärvi,615
93170,Yli-Kollaja,615
93180,Ikosenniemi,615
93187,Ala-Siurua,615
93190,Yli-Siurua-Ikosenniemi,615
93195,Kokkokylä,615
93220,Livo,615
93225,Pärjänsuo,615
93240,Rytinki,615
93250,Sarajärvi,615
93270,Sotkajärvi,615
93277,Iinattijärvi,615
93280,Syöte,615
93290,Pintamo,615
93350,Jaurakkajärvi,615
93390,Puhoskylä,615
93400,Taivalkoski Keskus,832
93420,Jurmu,832
93440,Loukusa,832
93470,Inget,832
93540,Tyrövaara,832
93590,Vanhala,832
93600,Kuusamo Keskus,305
93630,Kuoliovaara,305
93680,Vasaraperä,305
93730,Poussu,305
93760,Kemilä-Murtovaara-Teeriranta,305
93780,Teeriranta,305
93820,Aikkila-Rukatunturi,305
93830,Rukatunturi,305
93840,Patoniemi,305
93850,Käylä-Patoniemi,305
93920,Määttälänvaara,305
93940,Vuotunki,305
93990,Kärpänkylä,305
,,
93999,Kuusamo,305
,,
94100,Kemi Keskus,240
94200,Torvinen-Vainio,240
94300,Pajusaari,240
94400,Keminmaa Keskus,241
94430,Kaakamo,851
94450,Lassila-Jokisuu,241
94460,Ruottala,851
94500,Lautiosaari,241
94600,Ristikangas-Kivikko,240
94700,Takajärvi-Haukkari,240
94720,Peurasaari,240
94800,Veitsiluoto,240
94830,Pikku Berliini-Hepola,240
94900,Ajos,240
95100,Kuivaniemi Keskus,139
95110,Kuivaniemi kk,139
95130,Hyryoja,139
95160,Oijärvi-Lamminperä,139
95200,Simo Keskus,751
,,
95210,Filpus,751
,,
95220,Simoniemi,751
95225,Viantie,751
,,
95230,Maksniemi,751
95255,Alaniemi,751
95260,Tainionjoki,751
95270,Yli-Kärppä-Tainionjoki,751
95300,Tervola Keskus,845
95310,Liedakkala,241
95315,Törmä,241
95325,Paakkola,845
95330,Tervola,845
95340,Loue,845
95350,Peura,845
95355,Koivu-Peura,845
95365,Maula,241
95370,Itäkoski,241
95375,Yli-Paakkola,845
95400,Tornio Keskus,851
95410,Kiviranta,851
95420,Miukki-Palosaari-Luotomäki,851
95430,Suensaari,851
95440,Kyläjoki,851
95450,Kirkonmäki,851
95460,Kantojärvi,851
,,
95470,Pirkkiö-Röyttä,851
95490,Terästehtaanalue,851
95500,Vojakkala-Yli-Liakka,851
95520,Kukkola,851
95530,Karunki,851
95540,Korpikylä,851
95560,Aapajoki,851
95590,Arpela,851
95600,Ylitornio Keskus,976
95610,Kainuunkylä,976
95615,Pekanpää,976
95620,Aavasaksa,976
95630,Kuivakangas,976
95635,Kaulinranta,976
95640,Juoksenki,854
95645,Turtola,854
95655,Etelä-Portimojärvi,976
95660,Kantomaanpää,976
95670,Pessalompolo,976
95675,Meltosjärvi,976
95680,Lohijärvi,976
95690,Mellakoski,976
,,
95700,Pello Keskus,854
95710,Naamijoki,854
95720,Jarhoinen,854
95750,Orajärvi,854
95760,Konttajärvi,854
95770,Lankojärvi,854
95780,Sirkkakoski,854
95790,Lampsijärvi,854
95800,Sieppijärvi-Taapajärvi,273
95830,Vaattojärvi,273
95840,Venejärvenkylä,273
95850,Ruokojärvi,273
95860,Pasmajärvi,273
,,
,,
95900,Kolari Keskus,273
95920,Saaripudas,273
95930,Äkäsjoensuu,273
95940,Tapojärvi,498
95950,Kihlanki-Tapojärvi,498
95970,Äkäslompolo,498
95980,Ylläsjärvi,273
95990,Kurtakko,273
96100,Rovaniemi Keskus,698
96190,Lapinrinne-Ahokangas,698
96200,Sahanperä-Ratantaus,698
96300,Niemelänkangas-Korvanniemi,698
96320,Teollisuuskylä,698
96400,Pullinranta-Kiiruna,698
96440,Ounasrinne,698
96460,Pöykkölä,698
96500,Korkalovaara,698
96600,Koskenkylä,698
96700,Niskanperä,698
96800,Ylikylä-Patosaari,698
96900,Saarenkylä,698
96910,Syväsenvaara,698
96930,Napapiiri Rovaniemi,698
96960,Someroharju,698
97110,Rautionsaari,698
97130,Hirvas,698
97140,Muurola,698
97145,Totonvaara,698
97160,Petäjäinen,698
97170,Jaatila,698
97220,Sinettä,698
97240,Sonka,698
97250,Raanujärvi,976
97280,Tapio,698
97290,Marraskoski,698
97310,Patokoski,698
97320,Marrasjärvi,698
97330,Rattosjärvi,854
97335,Ruuhivaara,854
97340,Meltaus-Jääskö-Perttaus,698
97370,Unarin-Luusua,758
97380,Kukasranta,758
97390,Kierinki,758
97420,Lohiniva,261
97430,Taapajärvi,273
97470,Alakylä-Sailehto,261
97510,Vikajärvi,698
97520,Nampa,698
97530,Nampa-Yli-Nampa,698
97540,Tiainen,698
97580,Misi,698
97590,Raajärvi,320
97610,Oikarainen,698
97615,Tennirova,698
97620,Viiri-Tennirova,698
97625,Vanttauskoski,698
97630,Pekkala,698
97635,Juuniemi,698
97645,Juujärvi,320
97650,Juotas,698
97655,Autti,698
97665,Pohjasperä,683
97670,Kivitaipale,698
97675,Narkaus-Kämät,698
97680,Saari-Kämä,698
97685,Siika-Kämä,698
97690,Sulaoja,698
97700,Ranua Keskus,683
97715,Raiskio,683
97720,Yli-Simo-Raiskio,683
97760,Saariharju,683
97765,Kuha-Impiö-Itäranua,683
97770,Petäjäjärvi,683
97780,Kuukasjärvi-Petäjäjärvi,683
97785,Kelankylä,683
97810,Suorsa,614
97815,Pernu-Suorsa,614
97820,Perä-Posio,614
97840,Lehtiniemi,614
97850,Ristilä,614
97870,Jumisko,614
97880,Nolimo-Jumisko,614
97890,Karjalaisenniemi,614
97895,Mourujärvi,614
97900,Posio Keskus,614
97920,Suonnankylä,614
97925,Tolva,614
97940,Lohiranta,614
97950,Säikkä,614
97960,Kuloharju-Säikkä,614
97965,Kynsilä,614
97970,Sirniö,614
97980,Anetjärvi,614
97999,Köngäs,261
98100,Kemijärvi Keskus,320
98120,Särkikangas,320
98230,Luusua-Karsimus,320
98310,Karvakko,320
98350,Tapionniemi,320
98360,Vuostimo,320
98400,Isokylä-Ryti-Lehtola,320
98420,Ryti-Lehtola,320
98440,Kallaanvaara,320
98450,Kostamo,320
98500,Pelkosenniemi Keskus,583
98510,Saunavaara,583
98530,Pyhätunturi,583
98550,Suvanto,583
98560,Kairala-Luiro,583
98570,Aapajärvi,583
98580,Luiro,583
98600,Kursu,732
98620,Pahkakumpu,732
98630,Ahvenselkä,583
98660,Salmivaara,732
98710,Joutsijärvi,320
98720,Suomutunturi,320
98760,Hirvasvaara-Paloperä,732
98770,Aholanvaara,732
98780,Maaninkavaara,614
98790,Paloperä,732
98800,Savukoski Keskus-Värriö,742
98810,Lunkkaus,742
98820,Värriö,742
98830,Martti-Ruuvaoja,742
98840,Ruuvaoja,742
98850,Kuosku,742
98900,Salla Keskus,732
98920,Kelloselkä,732
98930,Kotalankylä,732
98950,Saija,732
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
98960,Naruska,732
,,
,,
98970,Onkamojärvi,732
,,
,,
,,
98980,Kallunki-Niemelä,732
,,
98995,Hautajärvi,732
99100,Kittilä Keskus,261
99110,Kaukonen,261
99120,Kallo,261
99130,Sirkka-Rauhala,261
99135,Rauhala,261
99140,Köngäs-Hanhivaara,261
99150,Tepasto,261
99160,Lompolo-Pulju,261
99170,Pulju,261
99180,Rautusjärvi,261
99190,Hanhimaa,261
99195,Pokka,261
99230,Jeesiöjärvi,261
99240,Kuivasalmi,261
99250,Kiistala-Jeesiöjärvi,261
99270,Hormakumpu,261
99280,Tepsa,261
99290,Kelontekemä,261
99300,Muonio Keskus,498
99310,Yli-Muonio,498
99320,Kätkäsuvanto,498
99330,Pallastunturi,498
99340,Raattama-Pallastunturi,261
99360,Kangosjärvi,498
99400,Enontekiö Keskus,47
99410,Vuontisjärvi,47
99420,Peltovuoma,47
,,
,,
,,
99430,Nunnanen,47
99440,Leppäjärvi,47
,,
99450,Palojoensuu-Kuttanen,47
99460,Kuttanen,47
,,
,,
,,
,,
99470,Karesuvanto,47
,,
,,
99490,Kilpisjärvi,47
99510,Raudanjoki-Seipäjärvi,758
99520,Seipäjärvi,758
99530,Vuojärvi,758
99540,Torvinen,758
99550,Aska-Orakylä,758
99555,Luosto,758
