"X","allow_pets","built_year","condition","deposit","number_of_rooms","postal_code","rent","renter","total_size","type"
8624,"ei sallittu",1963,"hyvä","835.00","3 huonetta",350,"1 349 €/kk","SATO Vuokraus / Helsinki","69 m²","kerrostalo"
8630,"ei tiedossa",1971,"hyvä","Kahden kuukauden takuuvuokra","Kaksio",390,"890 €/kk","Cocco Corporation","44 m²","kerrostalo"
8632,"ei sallittu",1960,"hyvä","2 kk:n vuokra","Kaksio",350,"850 €/kk","Stefan Jansson","40,5 m²","kerrostalo"
8637,"ei sallittu",1929,"hyvä","1590","Yksiö",500,"795 €/kk","Patrik Pulkkinen","23,2 m²","kerrostalo"
8638,"ei sallittu",1929,"hyvä","1590","Yksiö",500,"795 €/kk","Patrik Pulkkinen","23,2 m²","kerrostalo"
8640,"ei tiedossa",2004,"hyvä","7000.00","5 +",2230,"3 500 €/kk","Kiinteistötoimisto Takio LKV [A]","222 m²","omakotitalo"
8642,"ei sallittu",2017,"hyvä","250 €","Kaksio",980,"1 428 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
8643,"ei sallittu",2017,"hyvä","250 €","3 huonetta",980,"1 206 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
8644,"ei sallittu",2017,"hyvä","250 €","Kaksio",980,"1 428 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
8645,"ei sallittu",2017,"hyvä","250 €","3 huonetta",980,"1 217 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
8646,"ei sallittu",2002,"hyvä","250 €","3 huonetta",1600,"1 240 €/kk","Lumo-kotikeskus PKS","78,5 m²","kerrostalo"
8650,"ei tiedossa",2014,"hyvä","1960,00 ","Kaksio",1400,"980 €/kk","Asokodit","48 m²","kerrostalo"
8653,"ei sallittu",1965,"ei luokiteltu","710.00","Kaksio",1450,"710 €/kk","Newsec Asset Management  Oy","58,5 m²","kerrostalo"
8658,"ei sallittu",2017,"hyvä","250 €","3 huonetta",980,"1 229 €/kk","Lumo-kotikeskus PKS","56,5 m²","kerrostalo"
8659,"ei sallittu",2017,"hyvä","250 €","Kaksio",980,"963 €/kk","Lumo-kotikeskus PKS","43 m²","kerrostalo"
8662,"ei sallittu",2017,"hyvä","250 €","Kaksio",980,"993 €/kk","Lumo-kotikeskus PKS","53,5 m²","kerrostalo"
8670,"ei sallittu",1970,"hyvä","250 €","Kaksio",1350,"855 €/kk","Lumo-kotikeskus PKS","56 m²","kerrostalo"
8680,"ei tiedossa",2017,"hyvä","2520.00","Kaksio",2320,"1 260 €/kk","Helsingin OPKK, Mikonkatu","53,5 m²","kerrostalo"
8690,"ei tiedossa",2002,"hyvä","874.62","Kaksio",2750,"874,62 €/kk","Asuntosäätiö","58,5 m²","kerrostalo"
8691,"ei sallittu",1941,"hyvä","2000","Kaksio",270,"1 390 €/kk","Aksel Hallama","40 m²","kerrostalo"
8702,"ei sallittu",2009,"ei luokiteltu","1420.00","3 huonetta",2170,"1 420 €/kk","Newsec Asset Management  Oy","85 m²","kerrostalo"
8706,"ei sallittu",2011,"hyvä",".00","3 huonetta",1620,"1 145 €/kk","SATO Vuokraus / Helsinki","65 m²","kerrostalo"
8720,"ei tiedossa",1940,"hyvä","1450","Yksiö",500,"725 €/kk","Thomas Tsang","24 m²","kerrostalo"
8727,"ei sallittu",1964,"hyvä","0,00","Kaksio",370,"939 €/kk","SATO Vuokraus / Helsinki","51 m²","kerrostalo"
8737,"ei tiedossa",1999,"hyvä","1350","3 huonetta",2320,"1 350 €/kk","Asuntosäätiö","75,5 m²","kerrostalo"
8741,"ei sallittu",2011,"hyvä","938.00","Kaksio",370,"899 €/kk","SATO Vuokraus / Helsinki","39,5 m²","kerrostalo"
8743,"ei sallittu",1961,"hyvä","3000.00","Kaksio",140,"1 500 €/kk","CRISTAL Asunnot Oy LKV","41 m²","kerrostalo"
8756,"ei sallittu",2012,"hyvä","0€/1kk*","3 huonetta",1350,"1 248 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","77,5 m²","kerrostalo"
8758,"ei sallittu",2003,"hyvä","618,00","Yksiö",1520,"840 €/kk","SATO Vuokraus / Helsinki","37 m²","kerrostalo"
8783,"ei sallittu",1975,"hyvä","kk:n vuokra","3 huonetta",430,"720 €/kk","asoykarsikkotie 1","74,5 m²","kerrostalo"
8785,"ei sallittu",1990,"hyvä","1 kk:n vuokra","Kaksio",720,"939 €/kk","SATO Vuokraus / Helsinki","54,5 m²","kerrostalo"
8787,"ei sallittu",1939,"hyvä","kotivakuutus","Yksiö",250,"1 340 €/kk","Ella Hallama","27 m²","kerrostalo"
8788,"ei sallittu",1939,"hyvä","kotivakuutus","Yksiö",250,"1 340 €/kk","Ella Hallama","27 m²","kerrostalo"
8789,"ei sallittu",2013,"hyvä","2kk","Kaksio",2920,"620 €/kk","Juha Jokela","35 m²","erillistalo"
8791,"ei sallittu",1973,"hyvä","560,00 ","Kaksio",1360,"850 €/kk","Mihai Savin","50 m²","kerrostalo"
8797,"ei sallittu",2014,"hyvä","1900","Kaksio",2700,"950 €/kk","Tom von Bonsdorff","42,5 m²","kerrostalo"
8806,"ei tiedossa",1902,"hyvä","2480","Kaksio",180,"1 240 €/kk","Jorma Karppinen","49 m²","kerrostalo"
8820,"ei sallittu",2013,"hyvä","2 kk vuokraa vastaava summa","3 huonetta",880,"1346,41 €/kk","Keva","72,5 m²","kerrostalo"
8821,"ei tiedossa",2011,"hyvä","250 ","Kaksio",370,"895 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","39,5 m²","kerrostalo"
8835,"ei sallittu",2001,"hyvä","646,00","3 huonetta",970,"1 050 €/kk","SATO Vuokraus / Helsinki","63 m²","kerrostalo"
8836,"ei tiedossa",2011,"hyvä","250 ","Kaksio",370,"895 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","39,5 m²","kerrostalo"
8851,"ei sallittu",1964,"hyvä","1 360,00 e","4 huonetta",370,"1 299 €/kk","SATO Vuokraus / Helsinki","77 m²","kerrostalo"
8852,"ei sallittu",1939,"hyvä","1 360,00 e","Yksiö",530,"1 029 €/kk","SATO Vuokraus / Helsinki","43,5 m²","kerrostalo"
8853,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 159 €/kk","Lumo-kotikeskus PKS","55 m²","kerrostalo"
8854,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 148 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8855,"ei sallittu",2017,"hyvä","250 €","3 huonetta",990,"1 357 €/kk","Lumo-kotikeskus PKS","63,5 m²","kerrostalo"
8856,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 159 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8857,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 104 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8858,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 159 €/kk","Lumo-kotikeskus PKS","55 m²","kerrostalo"
8859,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 148 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8860,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 125 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8861,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 113 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8862,"ei sallittu",2017,"hyvä","250 €","3 huonetta",990,"1 367 €/kk","Lumo-kotikeskus PKS","64 m²","kerrostalo"
8863,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 145 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8864,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 125 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8865,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 115 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8866,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 134 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8867,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 159 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8868,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 145 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8869,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 123 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8870,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 145 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8871,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 137 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8872,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 115 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8873,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 148 €/kk","Lumo-kotikeskus PKS","53 m²","kerrostalo"
8874,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 115 €/kk","Lumo-kotikeskus PKS","50 m²","kerrostalo"
8875,"ei sallittu",2017,"hyvä","250 €","Yksiö",990,"941 €/kk","Lumo-kotikeskus PKS","37,5 m²","kerrostalo"
8876,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 156 €/kk","Lumo-kotikeskus PKS","52,5 m²","kerrostalo"
8899,"ei sallittu",2008,"hyvä","6000 €","5 +",2330,"2 300 €/kk","Huom! Kiinteistönvälitys Oy, Espoo","226 m²","omakotitalo"
8902,"ei sallittu",1998,"hyvä","5000 €","4 huonetta",2330,"2 500 €/kk","Helsingin Kotijoukkue Oy","380 m²","omakotitalo"
8904,"ei sallittu",2017,"hyvä","1 900 €","Yksiö",2700,"950 €/kk","Veritas Eläkevakuutus","31 m²","kerrostalo"
8912,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 705 €/kk","Lumo-kotikeskus PKS","96 m²","kerrostalo"
8913,"ei sallittu",2017,"hyvä","250 €","Kaksio",990,"1 705 €/kk","Lumo-kotikeskus PKS","96 m²","kerrostalo"
8915,"ei sallittu",1952,"hyvä","2kk:n vuokran suuruinen","3 huonetta",260,"1 540 €/kk","Kiinteistötahkola Helsinki","73 m²","kerrostalo"
8916,"ei sallittu",1974,"ei luokiteltu","935.00","Kaksio",370,"935 €/kk","Newsec Asset Management  Oy","54,5 m²","kerrostalo"
8925,"ei tiedossa",2006,"hyvä","830","Yksiö",2760,"830 €/kk","Asuntosäätiö","45,5 m²","kerrostalo"
8945,"ei sallittu",2013,"tyydyttävä","1740 €","Kaksio",2210,"870 €/kk","Kahdeksas päivä Oy, Helsinki-Itä","48 m²","kerrostalo"
8948,"ei sallittu",2003,"hyvä","1260.00","Yksiö",910,"864 €/kk","SATO Vuokraus / Helsinki","37,5 m²","kerrostalo"
8952,"ei sallittu",1976,"hyvä","2 kk","Yksiö",530,"900 €/kk","sinikka yli-mannila","32 m²","kerrostalo"
8954,"ei sallittu",1991,"ei luokiteltu","5600.00","5 +",2230,"2 800 €/kk","West-House LKV [A]","197 m²","erillistalo"
8972,"ei tiedossa",1960,"tyydyttävä","400","Yksiö",1300,"400 €/kk","Juha Kunttu","17 m²","omakotitalo"
8975,"ei tiedossa",2007,"hyvä","950","Kaksio",2760,"950 €/kk","Asuntosäätiö","59 m²","kerrostalo"
9003,"ei sallittu",2012,"hyvä","950 €","Kaksio",380,"1 099 €/kk","SATO Vuokraus / Helsinki","49,5 m²","kerrostalo"
9012,"ei tiedossa",1998,"hyvä","1290 €","3 huonetta",810,"1 290 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","84 m²","kerrostalo"
9035,"ei sallittu",1996,"hyvä","650,00 €","3 huonetta",760,"1 299 €/kk","SATO Vuokraus / Helsinki","76 m²","kerrostalo"
9055,"ei tiedossa",2007,"hyvä","820","Yksiö",2760,"820 €/kk","Asuntosäätiö","45,5 m²","kerrostalo"
9058,"ei sallittu",1998,"ei luokiteltu","850.00","Kaksio",2610,"850 €/kk","Newsec Asset Management  Oy","52,5 m²","kerrostalo"
9067,"ei sallittu",2003,"hyvä","1kk vuokra","Kaksio",910,"1 100 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
9071,"ei sallittu",1978,"ei luokiteltu","949.00","Kaksio",370,"949 €/kk","Newsec Asset Management  Oy","59 m²","kerrostalo"
9073,"ei sallittu",1920,"hyvä","4200","3 huonetta",100,"2 100 €/kk","Celine Oy Ab LKV AFM","78 m²","kerrostalo"
9077,"ei sallittu",1994,"hyvä","1380 €","Kaksio",980,"1 025 €/kk","SATO Vuokraus / Helsinki","49,5 m²","kerrostalo"
9083,"ei sallittu",2017,"hyvä","6600","4 huonetta",540,"3 300 €/kk","Celine Oy Ab LKV AFM","118,5 m²","kerrostalo"
9085,"ei sallittu",2003,"hyvä","6600","Kaksio",910,"1 099 €/kk","SATO Vuokraus / Helsinki","59 m²","kerrostalo"
9086,"ei sallittu",1938,"hyvä","6600","Yksiö",250,"1 069 €/kk","SATO Vuokraus / Helsinki","36 m²","kerrostalo"
9087,"ei sallittu",2012,"hyvä","6600","Kaksio",380,"1 099 €/kk","SATO Vuokraus / Helsinki","49 m²","kerrostalo"
9088,"ei sallittu",2011,"hyvä","6600","Kaksio",370,"895 €/kk","SATO Vuokraus / Helsinki","39,5 m²","kerrostalo"
9089,"ei sallittu",1939,"hyvä","6600","Yksiö",530,"1 038 €/kk","SATO Vuokraus / Helsinki","43 m²","kerrostalo"
9090,"ei sallittu",2002,"hyvä","6600","Kaksio",1300,"925 €/kk","SATO Vuokraus / Helsinki","54 m²","kerrostalo"
9109,"ei sallittu",1998,"hyvä","12000","5 +",2160,"6 000 €/kk","Celine Oy Ab LKV AFM","250 m²","erillistalo"
9110,"ei sallittu",2001,"hyvä","12000","Kaksio",970,"950 €/kk","SATO Vuokraus / Helsinki","55 m²","kerrostalo"
9111,"ei tiedossa",2011,"hyvä","2460,00 ","3 huonetta",2810,"1 230 €/kk","Asokodit","73 m²","kerrostalo"
9112,"ei sallittu",2011,"hyvä","1205,00","Kaksio",2600,"1 205 €/kk","Ovenia Oy","50,5 m²","kerrostalo"
9123,"ei sallittu",1993,"hyvä","1kk/sop mukaan","Kaksio",370,"945 €/kk","SATO Vuokraus / Helsinki","51 m²","kerrostalo"
9136,"ei sallittu",1974,"ei luokiteltu","936.00","Kaksio",370,"936 €/kk","Newsec Asset Management  Oy","54,5 m²","kerrostalo"
9158,"ei sallittu",1966,"hyvä","1kk","Kaksio",2170,"910 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","52,5 m²","kerrostalo"
9168,"ei sallittu",2003,"tyydyttävä","4000.00","5 +",2710,"2 000 €/kk","CRISTAL Asunnot Oy LKV","123 m²","rivitalo"
9205,"ei sallittu",1973,"hyvä","2380.00","3 huonetta",210,"1 190 €/kk","Kiinteistötoimisto Takio LKV [A]","64,5 m²","kerrostalo"
9214,"ei sallittu",1991,"hyvä","250 €","3 huonetta",2770,"1 218 €/kk","Lumo-kotikeskus PKS","76 m²","kerrostalo"
9216,"ei sallittu",2017,"hyvä","673","Yksiö",940,"1 155 €/kk","Jukka Jokiniemi","28 m²","kerrostalo"
9222,"ei sallittu",2016,"hyvä","1840 €","Yksiö",1700,"900 €/kk","Reallet Oy","28,5 m²","kerrostalo"
9224,"ei tiedossa",1400,"hyvä","2800","5 +",940,"1 400 €/kk","Krishna Bhandari","140 m²","kerrostalo"
9229,"ei sallittu",1968,"hyvä","1440","Kaksio",2260,"720 €/kk","Matti Hänninen","45 m²","paritalo"
9246,"ei sallittu",1910,"hyvä","2 kk / months","Kaksio",130,"1 950 €/kk","Karlsson","80 m²","kerrostalo"
9353,"ei tiedossa",1997,"hyvä","3160,00 ","4 huonetta",2660,"1 580 €/kk","Asokodit","93,5 m²","rivitalo"
9356,"ei sallittu",1912,"hyvä","2560","Kaksio",120,"1 280 €/kk","Celine Oy Ab LKV AFM","45 m²","kerrostalo"
9379,"ei sallittu",2003,"hyvä","2 kk rahavakuus","Kaksio",120,"1 750 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","71,5 m²","kerrostalo"
9390,"ei sallittu",2015,"hyvä","20700 €","5 +",2380,"6 900 €/kk","Lea Jakama Oy LKV [A]","251 m²","omakotitalo"
9415,"ei sallittu",1965,"hyvä","2 kk rahavakuus","3 huonetta",330,"1 432 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","74,6 m²","kerrostalo"
9416,"ei sallittu",1965,"hyvä","2 kk rahavakuus","3 huonetta",330,"1 425 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","74,2 m²","kerrostalo"
9437,"ei sallittu",1978,"ei luokiteltu","949.00","Kaksio",370,"949 €/kk","Newsec Asset Management  Oy","59 m²","kerrostalo"
9444,"ei sallittu",1978,"ei luokiteltu","995.00","Kaksio",370,"995 €/kk","Newsec Asset Management  Oy","60 m²","kerrostalo"
9446,"ei sallittu",1960,"hyvä","2kk vuokra","Yksiö",570,"750 €/kk","Marko Vänskä","28,5 m²","kerrostalo"
9479,"ei sallittu",1959,"hyvä","1kk vuokra","Kaksio",360,"1 199 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
9493,"ei sallittu",1964,"hyvä","1080.00","Kaksio",370,"939 €/kk","SATO Vuokraus / Helsinki","51 m²","kerrostalo"
9499,"ei tiedossa",1963,"hyvä","936","Kaksio",2130,"936 €/kk","Asuntosäätiö","52,5 m²","kerrostalo"
9504,"ei sallittu",2017,"hyvä","250","Kaksio",2780,"783,75 €/kk","Nuorisosäätiö","47,5 m²","luhtitalo"
9505,"ei sallittu",2017,"hyvä","250,00","3 huonetta",2780,"984,25 €/kk","Nuorisosäätiö","63,5 m²","luhtitalo"
9517,"ei sallittu",1924,"hyvä","2 kk","3 huonetta",140,"1 890 €/kk","Luxhousing","60 m²","kerrostalo"
9527,"ei sallittu",2002,"hyvä","2570","3 huonetta",710,"1 285 €/kk","Celine Oy Ab LKV AFM","74 m²","kerrostalo"
9552,"ei sallittu",1922,"hyvä","2 kk rahavakuus","Kaksio",100,"1 410 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","57 m²","kerrostalo"
9563,"ei tiedossa",1975,"hyvä","1740","Kaksio",2210,"870 €/kk","Target-LKV","54 m²","kerrostalo"
9566,"ei tiedossa",1997,"hyvä","3560,00 ","5 +",1350,"1 780 €/kk","Asokodit","119,5 m²","paritalo"
9573,"ei sallittu",2002,"hyvä","11100 €","5 +",2360,"3 700 €/kk","Lea Jakama Oy LKV [A]","249 m²","omakotitalo"
9580,"ei sallittu",1985,"tyydyttävä","5000.00","5 +",2230,"2 500 €/kk","Prime House Oy LKV","120 m²","rivitalo"
9630,"ei sallittu",2017,"hyvä","942,00","3 huonetta",2940,"942 €/kk","Nuorisosäätiö","60 m²","kerrostalo"
9631,"ei sallittu",2017,"hyvä","879,20","3 huonetta",2940,"879,20 €/kk","Nuorisosäätiö","56 m²","kerrostalo"
9638,"ei sallittu",1928,"hyvä","11000","5 +",140,"5 500 €/kk","Celine Oy Ab LKV AFM","296 m²","kerrostalo"
9662,"ei sallittu",1970,"hyvä","2900 €","3 huonetta",2360,"1 450 €/kk","Ambiance LKV","95 m²","kerrostalo"
9715,"ei sallittu",1957,"hyvä","250","Kaksio",250,"1 149 €/kk","SATO Vuokraus / Helsinki","50 m²","kerrostalo"
9716,"ei sallittu",1957,"hyvä","250","Kaksio",250,"1 249 €/kk","SATO Vuokraus / Helsinki","48 m²","kerrostalo"
9717,"ei sallittu",1957,"hyvä","250","Kaksio",250,"1 049 €/kk","SATO Vuokraus / Helsinki","37,5 m²","kerrostalo"
9718,"ei sallittu",1957,"hyvä","250","Kaksio",250,"999 €/kk","SATO Vuokraus / Helsinki","37,5 m²","kerrostalo"
9719,"ei sallittu",2011,"hyvä","250","Kaksio",370,"895 €/kk","SATO Vuokraus / Helsinki","39,5 m²","kerrostalo"
9725,"ei sallittu",1983,"hyvä","€","Kaksio",120,"150 €/vrk","EasyHomes Helsinki","27,5 m²","kerrostalo"
9726,"ei sallittu",1983,"hyvä","€","Kaksio",120,"150 €/vrk","EasyHomes Helsinki","27 m²","kerrostalo"
9727,"ei sallittu",1983,"hyvä","€","Yksiö",120,"130 €/vrk","EasyHomes Helsinki","28 m²","kerrostalo"
9728,"ei sallittu",1983,"hyvä","€","Kaksio",120,"150 €/vrk","EasyHomes Helsinki","27 m²","kerrostalo"
9729,"ei sallittu",1983,"hyvä","€","Kaksio",120,"150 €/vrk","EasyHomes Helsinki","27 m²","kerrostalo"
9730,"ei sallittu",1983,"hyvä","€","Kaksio",120,"150 €/vrk","EasyHomes Helsinki","28,5 m²","kerrostalo"
9731,"ei sallittu",1991,"hyvä","€","3 huonetta",720,"1 155 €/kk","SATO Vuokraus / Helsinki","74,5 m²","kerrostalo"
9734,"ei sallittu",1967,"hyvä","8600","5 +",570,"4 300 €/kk","Celine Oy Ab LKV AFM","174 m²","kerrostalo"
9740,"ei tiedossa",1951,"tyydyttävä","250 €","3 huonetta",1370,"1 000 €/kk","Habita Itäkeskus / Helsingin Habita Oy","71 m²","kerrostalo"
9754,"ei tiedossa",2011,"hyvä","250 ","Kaksio",370,"948 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","46,5 m²","kerrostalo"
9764,"ei sallittu",1979,"hyvä","250 €","Kaksio",530,"1 168 €/kk","Lumo-kotikeskus PKS","60 m²","kerrostalo"
9765,"ei sallittu",2017,"hyvä","840,00","3 huonetta",2940,"840 €/kk","Nuorisosäätiö","48 m²","kerrostalo"
9772,"ei tiedossa",2011,"hyvä","250 ","Kaksio",370,"895 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","39,5 m²","kerrostalo"
9802,"ei sallittu",1976,"hyvä","€","Yksiö",120,"150 €/vrk","EasyHomes Helsinki","21 m²","kerrostalo"
9803,"ei sallittu",1976,"hyvä","€","Yksiö",120,"150 €/vrk","EasyHomes Helsinki","21 m²","kerrostalo"
9804,"ei sallittu",1976,"hyvä","€","Yksiö",120,"150 €/vrk","EasyHomes Helsinki","24 m²","kerrostalo"
9805,"ei sallittu",1976,"hyvä","€","Kaksio",120,"185 €/vrk","EasyHomes Helsinki","40,5 m²","kerrostalo"
9811,"ei tiedossa",2011,"hyvä","300.00","Kaksio",370,"895 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","39,5 m²","kerrostalo"
9812,"ei tiedossa",2017,"hyvä","7040.00","4 huonetta",160,"3 520 €/kk","Helsingin OPKK, Ullanlinna","102 m²","kerrostalo"
9813,"ei tiedossa",2017,"hyvä","3460.00","Kaksio",160,"1 730 €/kk","Helsingin OPKK, Ullanlinna","57,5 m²","kerrostalo"
9814,"ei tiedossa",2017,"hyvä","3580.00","Kaksio",160,"1 790 €/kk","Helsingin OPKK, Ullanlinna","57,5 m²","kerrostalo"
9815,"ei tiedossa",2017,"hyvä","3460.00","Kaksio",160,"1 730 €/kk","Helsingin OPKK, Ullanlinna","58,5 m²","kerrostalo"
9816,"ei tiedossa",2017,"hyvä","3560.00","Kaksio",160,"1 780 €/kk","Helsingin OPKK, Ullanlinna","57 m²","kerrostalo"
9817,"ei tiedossa",2017,"hyvä","3150.00","Kaksio",160,"1 575 €/kk","Helsingin OPKK, Ullanlinna","57,5 m²","kerrostalo"
9818,"ei tiedossa",2017,"hyvä","3360.00","Kaksio",160,"1 680 €/kk","Helsingin OPKK, Ullanlinna","58,5 m²","kerrostalo"
9827,"ei sallittu",1996,"hyvä","800 €","3 huonetta",760,"1 199 €/kk","SATO Vuokraus / Helsinki","76 m²","kerrostalo"
9898,"ei sallittu",1973,"hyvä","1 kk vuokra","Kaksio",2760,"890 €/kk","Aavaranta LKV","61 m²","kerrostalo"
9902,"ei tiedossa",1990,"hyvä","250 ","Kaksio",2360,"875 €/kk","Kiinteistömaailma | Amuletti Asunnot Oy, Espoo","57,5 m²","kerrostalo"
9934,"ei sallittu",2002,"hyvä","9400","5 +",1750,"4 700 €/kk","Celine Oy Ab LKV AFM","430 m²","omakotitalo"
9946,"ei sallittu",1987,"hyvä","5800.00","5 +",2660,"2 900 €/kk","Kiinteistötoimisto Takio LKV [A]","203 m²","omakotitalo"
10130,"ei sallittu",1924,"tyydyttävä","12000","5 +",570,"6 000 €/kk","Celine Oy Ab LKV AFM","420 m²","omakotitalo"
10150,"ei sallittu",1910,"hyvä","6300","3 huonetta",150,"3 150 €/kk","Celine Oy Ab LKV AFM","102 m²","kerrostalo"
10198,"ei tiedossa",1998,"tyydyttävä","33 360,00 ","5 +",2770,"1 680 €/kk","Asokodit","121 m²","paritalo"
10227,"ei tiedossa",2014,"hyvä","3 440,00 ","4 huonetta",770,"1 720 €/kk","Asokodit","103,5 m²","kerrostalo"
10229,"ei tiedossa",2014,"hyvä","3 770,00 ","4 huonetta",770,"1 885 €/kk","Asokodit","116,5 m²","kerrostalo"
